S No,Date,Date_YMD,Status,AN,AP,AR,AS,BR,CT,DN,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB
1,14-Mar-20,2020-03-14,Deceased,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15-Mar-20,2020-03-15,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16-Mar-20,2020-03-16,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17-Mar-20,2020-03-17,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18-Mar-20,2020-03-18,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19-Mar-20,2020-03-19,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,20-Mar-20,2020-03-20,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,21-Mar-20,2020-03-21,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,22-Mar-20,2020-03-22,Deceased,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,23-Mar-20,2020-03-23,Deceased,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,24-Mar-20,2020-03-24,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,25-Mar-20,2020-03-25,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26-Mar-20,2020-03-26,Deceased,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,27-Mar-20,2020-03-27,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,28-Mar-20,2020-03-28,Deceased,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,29-Mar-20,2020-03-29,Deceased,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,30-Mar-20,2020-03-30,Deceased,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,5,0,0,0,1
18,31-Mar-20,2020-03-31,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19,01-Apr-20,2020-04-01,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
20,02-Apr-20,2020-04-02,Deceased,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,03-Apr-20,2020-04-03,Deceased,0,1,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22,04-Apr-20,2020-04-04,Deceased,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
23,05-Apr-20,2020-04-05,Deceased,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0
24,06-Apr-20,2020-04-06,Deceased,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25,07-Apr-20,2020-04-07,Deceased,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,6,12,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
26,08-Apr-20,2020-04-08,Deceased,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,8,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2
27,09-Apr-20,2020-04-09,Deceased,0,2,0,0,0,0,0,3,0,2,0,0,1,1,1,0,0,0,9,25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28,10-Apr-20,2020-04-10,Deceased,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
29,11-Apr-20,2020-04-11,Deceased,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,4,17,0,0,0,0,0,0,1,6,0,1,2,0,1,0,0
30,12-Apr-20,2020-04-12,Deceased,0,1,0,0,0,0,0,5,0,2,1,0,0,1,0,0,0,0,3,22,0,0,0,0,0,0,0,2,0,1,2,0,0,0,2
31,13-Apr-20,2020-04-13,Deceased,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,14-Apr-20,2020-04-14,Deceased,0,4,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,3,18,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0
33,15-Apr-20,2020-04-15,Deceased,0,3,0,0,0,0,0,2,0,5,0,0,0,0,2,0,0,0,0,9,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0
34,16-Apr-20,2020-04-16,Deceased,0,0,0,0,0,0,0,6,0,3,0,0,0,0,1,0,0,0,2,7,0,0,0,0,0,0,1,0,0,1,0,0,2,0,3
35,17-Apr-20,2020-04-17,Deceased,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,14,7,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
36,18-Apr-20,2020-04-18,Deceased,0,2,0,0,1,0,0,1,0,12,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2
37,19-Apr-20,2020-04-19,Deceased,0,1,0,0,0,0,0,2,0,10,0,0,0,0,2,0,0,0,3,12,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0
38,20-Apr-20,2020-04-20,Deceased,0,3,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0
39,21-Apr-20,2020-04-21,Deceased,0,2,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,4,19,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3
40,22-Apr-20,2020-04-22,Deceased,0,2,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
41,23-Apr-20,2020-04-23,Deceased,0,3,0,0,0,0,0,2,0,9,0,0,0,1,0,0,0,0,3,14,0,0,0,0,0,0,1,1,0,2,1,0,3,0,0
42,24-Apr-20,2020-04-24,Deceased,0,2,0,0,0,0,0,3,0,15,0,0,0,0,1,1,0,0,9,18,0,0,0,0,0,0,0,4,0,2,0,0,1,0,3
43,25-Apr-20,2020-04-25,Deceased,0,2,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,7,22,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0
44,26-Apr-20,2020-04-26,Deceased,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,4,19,0,0,0,0,0,0,1,7,0,1,0,0,3,0,2
45,27-Apr-20,2020-04-27,Deceased,0,0,0,0,0,0,0,0,0,11,0,0,1,0,1,0,0,0,7,27,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0
46,28-Apr-20,2020-04-28,Deceased,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,10,31,0,0,0,0,0,0,0,2,0,1,0,0,3,0,2
47,29-Apr-20,2020-04-29,Deceased,0,0,0,0,0,0,0,2,0,16,0,0,0,0,1,0,0,0,10,32,0,0,0,0,0,0,0,3,0,2,0,0,5,0,0
48,30-Apr-20,2020-04-30,Deceased,0,0,0,0,0,0,0,3,0,17,1,0,0,0,1,0,0,0,7,27,0,0,0,0,0,0,1,3,0,0,3,0,1,0,11
49,01-May-20,2020-05-01,Deceased,0,2,0,0,1,0,0,2,0,22,0,0,0,0,0,0,0,0,8,26,0,0,0,0,0,0,0,4,0,1,0,0,2,1,8
50,02-May-20,2020-05-02,Deceased,0,0,0,0,1,0,0,3,0,26,1,0,0,0,3,0,0,0,6,36,0,0,0,0,0,0,0,6,0,1,1,0,1,0,7
51,03-May-20,2020-05-03,Deceased,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,0,1,3,0,1,0,0,0,0,74
52,04-May-20,2020-05-04,Deceased,0,0,0,0,0,0,0,0,0,29,1,0,0,0,2,0,0,0,9,35,0,0,0,0,0,0,2,6,0,1,0,0,7,0,11
53,05-May-20,2020-05-05,Deceased,0,1,0,0,0,0,0,0,0,49,0,1,0,0,2,0,0,0,11,34,0,0,0,0,1,0,2,12,0,2,0,0,6,0,7
54,06-May-20,2020-05-06,Deceased,0,2,0,0,0,0,0,1,0,28,1,0,0,0,0,0,0,0,9,34,0,0,0,0,0,0,2,4,0,2,0,0,4,0,4
55,07-May-20,2020-05-07,Deceased,0,2,0,0,1,0,0,1,0,29,0,0,1,0,1,0,0,0,8,43,0,0,0,0,0,0,1,6,0,2,0,0,2,0,7
56,08-May-20,2020-05-08,Deceased,0,3,0,1,0,0,0,2,0,24,1,0,0,0,0,0,0,0,7,37,0,0,0,0,0,0,1,4,0,3,0,0,4,0,9
57,09-May-20,2020-05-09,Deceased,0,3,0,-1,0,0,0,0,0,23,1,0,0,0,0,0,0,0,11,48,0,0,0,0,1,0,2,3,0,4,1,0,8,0,11
58,10-May-20,2020-05-10,Deceased,0,1,0,0,1,0,0,5,0,21,1,0,0,0,1,0,0,0,4,53,0,0,0,0,0,0,0,2,0,3,0,0,5,0,14
59,11-May-20,2020-05-11,Deceased,0,0,0,0,0,0,0,0,0,20,1,0,1,0,0,0,0,0,6,36,0,0,0,0,0,0,0,5,0,6,0,0,1,0,5
60,12-May-20,2020-05-12,Deceased,0,1,0,0,0,0,0,13,0,24,0,0,0,0,0,0,0,0,4,53,0,0,0,0,0,0,1,4,0,8,2,0,2,0,8
61,13-May-20,2020-05-13,Deceased,0,1,0,0,1,0,0,20,0,29,0,0,1,0,2,0,0,0,7,54,0,0,0,0,0,0,0,4,0,3,2,0,4,0,9
62,14-May-20,2020-05-14,Deceased,0,1,0,0,0,0,0,9,0,20,0,0,0,0,2,0,0,0,5,44,0,0,0,0,0,0,0,4,0,2,0,0,2,0,8
63,15-May-20,2020-05-15,Deceased,0,0,0,0,0,0,0,8,0,20,2,0,0,0,1,0,0,0,2,49,0,0,0,0,0,0,0,0,0,5,0,0,7,0,10
64,16-May-20,2020-05-16,Deceased,0,1,0,0,1,0,0,6,0,19,0,0,1,0,0,0,0,0,4,67,0,0,0,0,0,0,0,1,0,4,0,0,9,0,7
65,17-May-20,2020-05-17,Deceased,0,1,0,0,0,0,0,19,0,34,1,0,1,0,1,0,0,0,5,63,0,0,0,0,1,0,3,5,0,4,0,0,8,0,6
66,18-May-20,2020-05-18,Deceased,0,0,0,2,1,0,0,12,0,35,0,0,2,0,0,0,0,0,4,51,0,0,0,0,0,0,2,7,0,3,0,0,6,0,6
67,19-May-20,2020-05-19,Deceased,0,2,0,0,0,0,0,6,0,25,0,1,2,0,3,0,0,0,6,76,0,0,0,0,1,0,1,5,0,3,4,0,5,0,6
68,20-May-20,2020-05-20,Deceased,0,1,0,0,0,0,0,10,0,30,0,0,1,0,1,0,0,0,9,65,0,0,0,0,1,0,0,4,0,3,2,0,4,0,3
69,21-May-20,2020-05-21,Deceased,0,1,0,0,0,0,0,18,0,24,0,0,2,0,0,0,0,0,4,64,0,0,0,0,1,0,1,4,0,7,5,0,11,0,6
70,22-May-20,2020-05-22,Deceased,0,1,0,0,2,0,0,14,0,29,2,0,0,0,0,1,0,0,1,63,0,0,0,0,0,0,0,2,0,4,3,0,14,0,6
71,23-May-20,2020-05-23,Deceased,0,1,0,0,0,0,0,23,0,27,0,0,1,0,1,0,0,0,9,60,0,0,0,0,0,0,0,7,0,5,1,0,3,0,4
72,24-May-20,2020-05-24,Deceased,0,0,0,0,0,0,0,30,0,29,0,0,0,1,0,1,0,0,9,58,0,0,0,0,0,0,1,3,0,8,4,0,6,2,3
73,25-May-20,2020-05-25,Deceased,0,0,0,0,2,0,0,15,0,30,0,0,2,0,2,0,0,0,10,60,0,0,0,0,0,0,0,4,0,7,3,0,8,1,6
74,26-May-20,2020-05-26,Deceased,0,1,0,0,1,0,0,12,0,27,0,0,1,0,0,1,0,0,5,97,0,0,0,0,0,0,0,3,0,11,1,0,8,0,5
75,27-May-20,2020-05-27,Deceased,0,1,0,0,1,0,0,15,0,23,2,2,2,0,3,0,0,0,8,105,0,0,0,0,0,0,0,3,0,6,6,0,5,0,6
76,28-May-20,2020-05-28,Deceased,0,1,0,0,0,0,0,13,0,22,1,0,1,0,0,1,0,0,8,85,0,0,0,0,0,0,0,7,0,12,4,0,15,0,6
77,29-May-20,2020-05-29,Deceased,0,1,0,0,0,1,0,82,0,20,0,0,1,1,1,1,0,0,13,116,0,0,0,0,2,0,2,4,0,9,4,0,4,0,7
78,30-May-20,2020-05-30,Deceased,0,0,0,0,6,0,0,18,0,27,1,0,0,0,1,1,0,0,9,99,0,0,0,0,0,0,2,9,0,6,6,0,12,1,7
79,31-May-20,2020-05-31,Deceased,0,2,0,0,2,0,0,57,0,31,0,0,0,0,2,0,0,0,7,89,0,0,0,0,0,0,1,1,0,13,5,0,4,0,8
80,01-Jun-20,2020-06-01,Deceased,0,2,0,0,0,0,0,50,0,25,1,0,3,0,1,1,0,0,8,76,0,0,0,0,0,0,-1,5,0,11,6,0,5,0,8
81,02-Jun-20,2020-06-02,Deceased,0,0,0,0,1,1,0,33,0,29,2,0,2,0,0,1,1,0,6,103,0,0,0,0,0,0,2,4,0,13,4,0,7,2,10
82,03-Jun-20,2020-06-03,Deceased,0,4,0,0,1,0,0,59,0,30,0,0,1,0,1,0,0,0,7,122,0,0,0,0,0,0,1,6,0,8,7,0,1,1,10
83,04-Jun-20,2020-06-04,Deceased,0,3,0,0,3,0,0,44,0,33,1,0,1,1,4,3,0,0,6,123,0,0,0,0,0,0,0,4,0,15,6,0,15,2,10
84,05-Jun-20,2020-06-05,Deceased,0,2,0,0,1,0,0,49,0,35,0,0,1,1,0,0,0,0,7,139,0,0,0,0,1,0,1,5,0,12,8,0,12,1,11
85,06-Jun-20,2020-06-06,Deceased,0,0,0,0,0,2,0,53,0,29,0,0,3,0,2,1,0,0,15,120,0,0,0,0,0,0,2,13,0,19,10,0,11,0,17
86,07-Jun-20,2020-06-07,Deceased,0,2,0,0,1,0,0,51,0,30,4,0,2,0,2,0,0,0,13,91,0,0,0,0,1,0,1,9,0,18,14,0,7,2,13
87,08-Jun-20,2020-06-08,Deceased,0,0,0,0,1,0,0,62,0,31,11,0,4,0,3,1,0,0,2,109,0,0,0,0,0,0,2,6,0,17,5,0,8,0,9
88,09-Jun-20,2020-06-09,Deceased,0,2,0,1,2,1,0,31,0,33,6,0,3,1,2,0,0,0,6,120,0,0,0,0,0,0,2,9,0,18,6,1,18,0,10
89,10-Jun-20,2020-06-10,Deceased,0,1,0,1,1,1,0,79,0,34,7,1,3,0,3,1,0,0,7,149,0,0,0,0,0,0,0,4,0,19,8,0,20,2,17
90,11-Jun-20,2020-06-11,Deceased,0,2,0,0,0,0,0,101,0,38,12,0,1,0,3,1,0,0,4,152,0,0,0,0,1,2,4,6,0,23,9,0,24,1,10
91,12-Jun-20,2020-06-12,Deceased,0,0,0,2,1,0,0,129,0,31,6,0,1,0,7,1,0,0,9,127,0,0,0,0,1,1,4,7,0,18,9,0,20,5,9
92,13-Jun-20,2020-06-13,Deceased,0,2,0,0,0,0,0,57,0,33,8,0,2,0,3,0,0,0,7,113,0,0,0,0,0,0,2,10,0,30,8,0,20,2,12
93,14-Jun-20,2020-06-14,Deceased,0,2,0,0,1,3,0,56,0,29,10,0,4,0,5,0,0,0,12,120,0,0,0,0,1,1,2,10,0,38,3,0,14,1,12
94,15-Jun-20,2020-06-15,Deceased,0,2,0,0,2,0,0,73,0,28,12,0,3,1,2,1,0,0,6,178,0,0,0,0,0,0,4,9,0,44,2,0,18,0,10
95,16-Jun-20,2020-06-16,Deceased,0,2,0,0,1,0,0,437,0,28,18,0,1,0,7,0,0,0,11,1409,0,0,0,0,0,0,1,7,0,49,4,0,18,1,10
96,17-Jun-20,2020-06-17,Deceased,0,2,0,0,0,0,0,67,0,27,12,0,1,1,8,0,0,0,6,114,0,0,0,0,0,1,6,5,0,48,1,0,30,1,11
97,18-Jun-20,2020-06-18,Deceased,0,2,0,1,5,0,0,65,0,31,4,0,7,1,12,1,0,0,4,100,0,0,0,0,0,1,5,17,0,49,3,0,23,0,12
98,19-Jun-20,2020-06-19,Deceased,0,4,0,0,5,1,0,66,0,27,10,0,4,0,9,0,0,0,9,142,0,0,0,0,0,1,9,3,0,41,3,0,19,0,11
99,20-Jun-20,2020-06-20,Deceased,0,5,0,0,0,1,0,77,0,20,5,0,6,0,9,0,0,0,6,91,0,0,0,0,1,0,6,4,0,38,5,0,22,1,11
100,21-Jun-20,2020-06-21,Deceased,0,5,0,0,2,0,0,63,0,25,11,0,1,0,5,0,0,0,14,186,0,0,0,0,4,1,1,12,0,53,7,0,21,0,15
101,22-Jun-20,2020-06-22,Deceased,0,5,0,0,1,1,0,58,1,21,9,0,3,0,5,0,0,0,6,113,0,0,0,0,2,0,2,7,0,37,7,0,19,1,14
102,23-Jun-20,2020-06-23,Deceased,0,8,0,0,2,0,0,68,1,26,9,0,2,0,8,1,0,0,4,248,0,0,0,0,3,1,4,9,0,39,3,0,19,2,11
103,24-Jun-20,2020-06-24,Deceased,0,10,1,0,1,0,0,64,0,25,10,0,1,1,14,0,0,0,9,208,0,0,0,0,0,0,8,10,0,33,5,0,8,5,11
104,25-Jun-20,2020-06-25,Deceased,0,7,0,0,1,0,0,64,0,18,10,1,2,0,6,0,0,0,8,192,0,0,0,0,0,0,7,4,0,45,5,0,15,1,15
105,26-Jun-20,2020-06-26,Deceased,0,10,0,0,0,1,0,63,0,18,13,0,1,0,10,0,0,0,4,175,0,0,0,0,0,0,2,1,0,46,7,0,19,1,10
106,27-Jun-20,2020-06-27,Deceased,0,11,0,1,2,0,0,66,0,18,7,0,2,0,11,0,0,0,4,167,0,0,0,0,1,1,6,11,0,68,6,0,19,0,13
107,28-Jun-20,2020-06-28,Deceased,0,12,0,1,4,0,0,65,1,19,5,0,1,0,16,0,0,0,7,156,0,0,0,0,3,1,5,8,0,54,4,0,11,1,10
108,29-Jun-20,2020-06-29,Deceased,0,11,0,0,1,0,0,57,0,19,9,0,1,3,19,1,0,0,7,181,0,0,0,0,2,0,5,6,0,62,6,0,12,1,14
109,30-Jun-20,2020-06-30,Deceased,0,7,0,1,5,0,0,62,0,20,4,1,6,0,20,1,0,0,8,245,0,0,0,0,2,1,6,8,0,60,7,0,25,2,15
110,01-Jul-20,2020-07-01,Deceased,0,6,0,0,5,1,0,61,1,21,4,0,4,0,7,1,0,0,9,198,0,0,0,0,1,0,5,8,0,63,7,0,21,0,15
111,02-Jul-20,2020-07-02,Deceased,0,5,0,2,5,0,0,61,0,19,11,0,10,0,19,0,0,0,8,125,0,0,0,0,2,0,3,9,0,57,8,0,17,1,16
112,03-Jul-20,2020-07-03,Deceased,0,8,0,0,6,0,0,59,0,18,4,0,4,0,21,0,0,0,4,198,0,0,0,0,2,1,5,10,0,64,8,0,14,0,18
113,04-Jul-20,2020-07-04,Deceased,0,12,0,0,4,0,0,81,2,21,5,1,8,3,42,0,0,0,5,295,0,0,0,0,6,1,5,7,0,65,5,0,24,0,19
114,05-Jul-20,2020-07-05,Deceased,0,14,0,0,2,0,0,63,1,18,5,0,5,1,37,0,0,0,10,151,0,0,0,0,3,0,2,9,0,60,7,0,12,0,21
115,06-Jul-20,2020-07-06,Deceased,0,7,1,0,7,0,0,48,0,17,11,0,6,1,30,2,0,0,9,204,0,0,0,0,2,0,5,5,0,61,11,0,24,0,22
116,07-Jul-20,2020-07-07,Deceased,0,13,0,2,1,0,1,50,1,17,3,0,5,2,15,0,0,0,5,224,0,0,0,0,6,0,6,11,0,65,7,0,18,1,25
117,08-Jul-20,2020-07-08,Deceased,0,12,0,6,2,0,0,48,0,16,3,0,6,0,54,0,0,0,7,198,0,1,0,0,7,0,3,10,0,64,11,0,18,3,23
118,09-Jul-20,2020-07-09,Deceased,0,13,0,5,9,1,0,45,1,15,5,0,5,1,17,0,0,0,5,219,0,0,0,0,6,2,5,9,0,65,7,0,17,0,27
119,10-Jul-20,2020-07-10,Deceased,0,15,0,8,2,2,0,42,0,14,3,0,5,0,57,0,0,0,4,226,0,0,0,0,6,1,4,6,0,64,8,0,27,0,26
120,11-Jul-20,2020-07-11,Deceased,0,17,0,2,7,0,0,34,3,10,7,0,10,1,70,2,0,0,6,223,0,0,0,0,6,1,8,6,0,69,9,1,24,0,26
121,12-Jul-20,2020-07-12,Deceased,0,19,0,4,7,2,0,37,2,13,4,0,10,7,71,2,0,0,9,173,0,0,0,0,5,0,4,7,0,68,8,0,21,1,26
122,13-Jul-20,2020-07-13,Deceased,0,37,1,4,9,0,0,40,3,10,7,0,8,2,73,2,0,0,10,193,0,0,0,0,7,0,5,8,0,66,9,0,21,2,24
123,14-Jul-20,2020-07-14,Deceased,0,43,0,6,9,1,0,35,1,14,4,0,8,3,87,1,0,0,10,213,0,0,0,0,5,0,9,6,0,67,10,0,28,1,24
124,15-Jul-20,2020-07-15,Deceased,0,44,0,2,14,0,1,41,0,10,7,0,11,2,87,1,0,0,9,233,0,0,0,0,5,3,8,6,0,68,11,1,29,0,20
125,16-Jul-20,2020-07-16,Deceased,0,40,0,2,10,1,0,58,1,10,3,0,16,4,104,2,0,0,7,266,0,0,0,0,2,1,9,8,0,69,10,0,34,0,23
126,17-Jul-20,2020-07-17,Deceased,0,42,0,1,6,3,0,26,2,17,5,0,9,4,115,1,1,0,9,258,0,0,0,0,6,3,9,8,0,79,7,0,38,1,26
127,18-Jul-20,2020-07-18,Deceased,0,52,0,2,4,0,0,26,0,19,17,0,5,2,93,2,0,0,8,144,0,0,0,0,3,3,7,7,0,88,6,2,24,1,27
128,19-Jul-20,2020-07-19,Deceased,0,56,0,4,2,0,0,31,1,20,5,0,8,1,91,2,0,0,15,258,0,2,0,0,7,0,8,6,0,78,6,0,38,0,36
129,20-Jul-20,2020-07-20,Deceased,0,54,0,1,8,4,0,35,1,20,6,0,10,4,72,1,0,0,17,176,0,0,0,0,6,1,8,9,0,70,7,2,46,3,35
130,21-Jul-20,2020-07-21,Deceased,0,62,0,6,11,1,0,27,3,34,9,1,9,8,61,1,0,0,18,246,0,0,0,0,8,1,1,9,0,75,7,1,37,0,35
131,22-Jul-20,2020-07-22,Deceased,0,65,0,2,10,0,0,29,2,28,8,0,10,3,55,1,0,0,14,280,0,0,0,0,6,1,6,6,0,518,9,1,34,2,39
132,23-Jul-20,2020-07-23,Deceased,0,61,0,4,4,5,0,26,1,28,6,0,9,3,97,5,0,0,10,298,0,0,0,0,6,3,8,11,0,88,9,1,35,3,34
133,24-Jul-20,2020-07-24,Deceased,0,49,0,6,9,2,0,32,0,26,4,1,14,9,110,4,0,0,11,278,0,1,0,1,8,1,5,8,0,88,8,1,50,2,35
134,25-Jul-20,2020-07-25,Deceased,0,52,0,1,11,3,0,29,4,22,7,0,9,7,72,5,1,0,8,257,0,0,0,3,10,3,9,11,0,89,8,0,39,1,42
135,26-Jul-20,2020-07-26,Deceased,0,56,0,2,17,4,0,21,2,21,3,1,7,0,82,2,1,0,12,267,0,0,0,0,11,2,15,11,1,85,0,2,39,0,40
136,27-Jul-20,2020-07-27,Deceased,1,49,0,7,6,2,0,26,1,22,5,0,9,7,75,2,0,0,9,227,0,0,0,1,7,3,12,9,0,77,8,4,30,3,39
137,28-Jul-20,2020-07-28,Deceased,0,58,0,2,14,1,0,28,0,24,9,0,12,4,102,4,0,0,10,282,0,0,0,-1,8,4,18,11,0,88,9,4,41,4,38
138,29-Jul-20,2020-07-29,Deceased,1,65,0,4,4,4,0,26,3,24,7,0,15,5,90,1,2,0,14,298,1,0,0,0,6,0,25,10,0,82,12,0,33,2,41
139,30-Jul-20,2020-07-30,Deceased,1,68,0,2,12,1,0,29,3,22,4,0,17,4,83,2,1,0,13,266,3,0,0,0,10,1,9,13,0,100,13,0,57,4,46
140,31-Jul-20,2020-07-31,Deceased,2,68,0,4,13,3,0,27,3,22,4,0,12,3,84,3,0,0,10,265,1,0,0,0,9,1,16,13,0,94,14,0,43,4,45
141,01-Aug-20,2020-08-01,Deceased,2,58,0,3,14,1,0,26,3,24,7,0,11,8,98,8,0,0,9,322,1,0,0,0,11,2,19,14,0,99,11,2,47,3,48
142,02-Aug-20,2020-08-02,Deceased,1,67,0,4,10,3,0,15,5,22,5,0,8,4,84,1,0,0,10,260,1,0,0,0,11,1,18,12,0,98,10,4,53,3,49
143,03-Aug-20,2020-08-03,Deceased,2,63,0,4,14,3,0,17,3,22,7,0,11,7,98,2,0,0,14,266,0,0,0,0,12,4,19,13,0,109,11,0,48,4,53
144,04-Aug-20,2020-08-04,Deceased,2,67,0,6,13,8,0,12,4,25,8,0,10,4,110,3,0,0,12,300,0,0,0,0,10,2,20,13,0,108,12,1,39,5,54
145,05-Aug-20,2020-08-05,Deceased,2,77,0,6,20,2,0,11,4,23,7,0,9,7,100,7,0,0,17,334,0,0,0,2,11,7,29,13,0,112,13,2,40,3,61
146,06-Aug-20,2020-08-06,Deceased,2,72,0,5,19,6,0,15,2,27,3,0,10,9,93,3,0,0,17,316,1,0,0,0,11,5,26,12,0,110,13,1,61,4,56
147,07-Aug-20,2020-08-07,Deceased,3,89,0,6,12,10,0,23,4,22,9,0,13,6,100,5,2,0,16,300,2,0,0,1,12,5,22,10,0,119,12,5,63,10,52
148,08-Aug-20,2020-08-08,Deceased,1,97,0,8,19,3,0,16,2,23,7,0,10,9,93,4,0,0,15,275,1,1,0,0,15,5,23,11,0,118,14,1,47,5,51
149,09-Aug-20,2020-08-09,Deceased,0,97,0,5,10,6,0,13,3,25,9,1,13,17,107,2,0,0,19,390,0,0,0,1,14,7,24,11,0,119,12,4,41,8,54
150,10-Aug-20,2020-08-10,Deceased,0,80,0,6,21,3,0,20,5,20,6,2,6,12,114,7,0,0,19,293,0,0,0,0,16,2,18,11,0,114,10,1,51,9,41
151,11-Aug-20,2020-08-11,Deceased,1,87,0,4,15,5,0,8,6,23,11,1,12,5,86,5,0,0,18,256,1,0,0,-1,12,2,32,11,0,118,8,1,56,2,49
