S No,Date,Date_YMD,Status,AN,AP,AR,AS,BR,CT,DN,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB
603,6-Nov-21,2021-11-06,Deceased,0,1,0,2,0,0,0,0,1,0,0,6,0,0,5,467,0,0,0,10,1,0,1,1,4,1,0,0,1,10,1,0,0,0,14
604,7-Nov-21,2021-11-07,Deceased,0,5,0,2,0,0,0,0,1,0,0,5,0,0,5,201,0,0,0,16,3,1,3,0,3,0,2,0,0,15,2,0,0,0,11
605,8-Nov-21,2021-11-08,Deceased,0,4,0,3,0,0,0,0,2,0,0,5,3,0,6,262,0,0,0,15,3,1,1,0,4,0,0,0,1,13,1,0,0,1,14
606,9-Nov-21,2021-11-09,Deceased,0,2,0,3,0,2,0,0,0,0,0,1,2,0,4,384,0,0,0,27,1,1,3,0,3,0,2,0,0,12,1,0,0,0,12
607,10-Nov-21,2021-11-10,Deceased,0,3,0,1,0,1,0,0,1,0,0,5,3,0,9,259,0,0,0,17,2,1,3,3,4,1,1,0,0,10,1,0,1,0,15
608,11-Nov-21,2021-11-11,Deceased,0,3,0,7,0,0,0,0,0,0,0,10,0,0,7,419,0,0,0,28,1,1,0,0,2,0,3,0,0,9,2,0,0,1,13
609,12-Nov-21,2021-11-12,Deceased,0,2,0,1,0,1,0,2,1,0,0,3,0,0,2,471,0,0,0,41,1,0,2,0,3,0,1,0,0,8,1,0,1,0,14
610,13-Nov-21,2021-11-13,Deceased,0,1,0,4,0,0,0,0,2,0,0,9,0,0,3,174,2,0,0,49,4,0,1,0,2,0,0,0,0,14,1,1,4,0,13
611,14-Nov-21,2021-11-14,Deceased,0,3,0,2,0,0,0,1,0,0,0,3,2,0,2,65,0,0,0,18,3,0,3,0,2,2,1,0,0,11,0,0,0,0,7
612,15-Nov-21,2021-11-15,Deceased,0,1,0,3,0,0,0,1,1,0,1,6,3,1,1,127,0,0,0,19,4,2,1,2,2,1,1,0,1,12,2,0,0,0,5
613,16-Nov-21,2021-11-16,Deceased,0,2,0,4,0,0,0,0,1,0,0,1,2,0,7,210,0,0,1,34,0,1,4,1,2,0,0,0,0,15,1,0,0,1,14
614,17-Nov-21,2021-11-17,Deceased,0,3,0,5,0,2,0,0,0,0,0,1,2,0,8,388,0,0,0,32,2,0,0,0,2,1,2,0,0,13,1,0,0,0,8
615,18-Nov-21,2021-11-18,Deceased,0,2,0,4,0,1,0,0,1,0,1,3,2,0,4,372,1,0,0,24,1,2,6,0,3,0,2,0,1,12,1,1,0,0,14
616,19-Nov-21,2021-11-19,Deceased,0,2,0,1,0,0,0,0,0,1,0,2,0,0,4,204,0,0,0,15,3,0,2,0,3,2,3,1,1,13,1,0,0,0,9
617,20-Nov-21,2021-11-20,Deceased,0,1,0,5,0,0,0,0,0,0,1,1,2,1,5,248,0,0,1,15,1,0,1,0,2,0,4,0,0,12,1,0,0,0,12
618,21-Nov-21,2021-11-21,Deceased,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,196,0,0,0,17,2,0,3,0,2,1,0,0,0,14,1,0,0,0,7
619,22-Nov-21,2021-11-22,Deceased,0,2,0,5,0,0,0,0,0,0,0,3,1,0,2,180,0,0,0,8,0,0,0,1,1,0,2,0,0,13,2,1,0,1,14
620,23-Nov-21,2021-11-23,Deceased,0,1,0,2,0,1,0,0,0,1,0,1,2,0,5,370,0,0,1,19,1,0,3,0,2,0,1,0,0,13,1,1,0,2,10
621,24-Nov-21,2021-11-24,Deceased,0,1,0,2,0,0,0,0,0,0,0,3,2,0,3,308,1,0,0,41,2,0,2,0,3,0,1,0,0,14,1,0,0,0,12
622,25-Nov-21,2021-11-25,Deceased,0,1,0,5,0,0,0,0,2,0,1,1,0,0,2,384,0,0,1,50,1,1,3,0,2,2,3,0,0,17,1,0,0,0,11
623,26-Nov-21,2021-11-26,Deceased,0,1,0,0,0,0,0,0,1,0,0,3,4,0,6,388,0,0,0,34,2,0,1,0,2,0,2,0,0,11,1,0,0,0,9
624,27-Nov-21,2021-11-27,Deceased,0,0,0,5,0,0,0,1,0,0,0,3,3,0,3,554,0,0,0,17,2,3,2,0,3,0,0,0,0,11,1,1,1,0,11
625,28-Nov-21,2021-11-28,Deceased,0,6,0,1,0,0,0,1,1,0,0,2,2,0,2,159,0,0,0,33,1,0,2,0,1,0,3,0,0,9,1,0,0,0,12
626,29-Nov-21,2021-11-29,Deceased,0,1,0,6,0,0,0,1,2,0,0,0,1,0,5,117,1,0,0,21,4,1,1,0,2,0,3,0,0,9,1,2,0,1,11
627,30-Nov-21,2021-11-30,Deceased,0,3,0,5,0,0,0,0,0,0,0,1,0,0,8,177,0,0,0,35,2,1,4,0,2,0,3,0,0,9,2,1,1,0,13
628,1-Dec-21,2021-12-01,Deceased,0,1,0,5,0,0,0,0,0,1,0,1,1,0,2,403,0,0,0,28,1,0,4,0,2,1,3,0,0,11,1,0,0,0,12
629,2-Dec-21,2021-12-02,Deceased,0,1,0,3,1,0,0,0,0,1,0,1,0,1,3,320,0,0,0,24,1,1,2,2,2,0,1,0,0,10,2,1,0,0,12
630,3-Dec-21,2021-12-03,Deceased,0,1,0,2,0,0,0,0,1,0,0,2,2,0,4,269,1,0,0,100,1,1,1,1,3,1,1,0,0,10,2,0,0,0,13
631,4-Dec-21,2021-12-04,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
632,5-Dec-21,2021-12-05,Deceased,0,7,0,7,2426,0,0,0,2,1,0,0,2,0,10,476,0,0,0,21,2,0,3,0,4,1,1,0,2,8,2,0,0,3,21
633,6-Dec-21,2021-12-06,Deceased,0,1,0,6,0,0,0,1,0,0,0,1,2,0,7,168,0,0,0,5,3,0,1,0,1,0,3,1,0,10,1,0,0,0,9
634,7-Dec-21,2021-12-07,Deceased,0,2,0,1,0,0,0,0,1,0,1,2,4,0,6,134,0,0,1,19,0,0,0,0,1,1,1,0,0,10,1,1,0,0,9
635,8-Dec-21,2021-12-08,Deceased,0,2,0,0,0,1,0,1,0,0,0,2,2,0,6,112,0,0,0,10,0,0,1,0,2,0,2,0,0,11,1,0,0,0,6
636,9-Dec-21,2021-12-09,Deceased,0,3,0,2,0,0,0,0,94,0,0,2,0,0,4,225,0,0,0,7,0,1,2,0,2,1,2,0,0,15,1,0,0,0,7
637,10-Dec-21,2021-12-10,Deceased,0,2,0,1,0,0,0,0,0,3,0,0,1,0,2,340,0,0,0,12,2,0,2,0,3,0,1,0,0,11,1,0,2,1,9
638,11-Dec-21,2021-12-11,Deceased,0,3,0,0,0,0,0,0,0,0,0,1,1,0,2,245,0,0,0,20,2,0,3,0,2,0,1,0,1,13,1,0,1,0,10
639,12-Dec-21,2021-12-12,Deceased,0,1,0,3,0,0,0,0,0,0,0,0,4,0,4,143,1,0,0,16,1,0,6,0,1,0,1,0,0,13,2,0,0,0,6
640,13-Dec-21,2021-12-13,Deceased,0,1,0,0,0,0,0,0,0,1,2,0,3,0,7,203,0,0,0,5,0,0,1,0,2,0,1,2,0,12,1,0,0,0,10
641,14-Dec-21,2021-12-14,Deceased,0,1,0,2,0,0,0,0,0,1,2,2,2,1,7,174,0,0,0,24,2,1,2,1,1,1,2,0,0,9,1,1,0,0,10
642,15-Dec-21,2021-12-15,Deceased,0,3,0,2,0,1,0,0,0,0,1,2,3,0,2,282,0,0,0,10,1,0,4,0,2,0,1,1,0,11,1,0,1,1,13
643,16-Dec-21,2021-12-16,Deceased,0,3,0,4,0,0,0,0,3,0,0,1,5,0,2,320,0,0,0,19,0,1,1,1,1,1,2,0,0,12,2,0,0,0,12
644,17-Dec-21,2021-12-17,Deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
645,18-Dec-21,2021-12-18,Deceased,0,3,0,0,0,0,0,0,0,1,1,0,2,0,3,243,1,0,0,12,0,0,1,0,1,0,1,1,0,6,1,0,0,0,7
646,19-Dec-21,2021-12-19,Deceased,0,2,0,6,0,0,0,1,0,0,0,3,2,0,6,314,0,0,0,20,2,0,0,0,3,1,3,0,0,13,2,0,0,0,17
647,20-Dec-21,2021-12-20,Deceased,0,1,0,2,0,0,0,0,0,1,0,0,1,0,2,419,1,0,1,4,0,1,2,0,1,0,1,0,1,6,0,0,0,1,7
648,21-Dec-21,2021-12-21,Deceased,0,1,0,1,0,0,0,1,30,2,1,2,1,0,5,233,0,0,0,14,0,2,0,0,1,0,3,1,0,5,1,0,0,1,12
649,22-Dec-21,2021-12-22,Deceased,0,2,0,2,0,0,0,0,3,2,0,1,1,0,4,383,0,0,1,8,3,0,2,0,1,0,2,0,1,8,1,1,0,0,8
650,23-Dec-21,2021-12-23,Deceased,0,3,0,1,0,1,0,1,0,2,0,0,3,0,2,323,0,0,0,17,1,0,0,1,1,0,1,0,1,8,1,1,0,0,6
651,24-Dec-21,2021-12-24,Deceased,0,2,0,2,0,1,0,0,0,3,0,0,1,0,4,342,0,0,1,12,1,1,1,0,2,0,0,1,0,7,1,0,0,0,5
652,25-Dec-21,2021-12-25,Deceased,0,1,0,0,0,0,0,1,1,2,0,2,2,0,4,115,0,0,0,12,0,1,0,0,1,0,1,1,0,11,2,0,0,1,4
653,26-Dec-21,2021-12-26,Deceased,0,1,0,1,0,0,0,1,0,0,0,0,2,0,3,268,0,0,0,17,1,0,3,0,1,0,1,0,0,10,1,0,0,0,5
654,27-Dec-21,2021-12-27,Deceased,0,0,0,2,0,1,0,1,0,1,0,0,1,0,4,236,1,0,0,21,1,0,0,0,1,0,2,0,0,9,1,0,0,0,10
655,28-Dec-21,2021-12-28,Deceased,0,2,0,2,0,2,0,1,1,1,1,0,1,0,2,244,0,0,1,22,0,0,2,0,2,0,2,0,0,6,1,0,0,0,7
656,29-Dec-21,2021-12-29,Deceased,0,0,0,2,0,0,0,0,0,1,0,1,0,0,6,211,0,0,0,20,0,1,1,0,2,0,2,0,0,8,0,0,0,1,12
657,30-Dec-21,2021-12-30,Deceased,0,1,0,2,0,0,0,0,1,2,0,1,1,1,3,164,0,0,0,22,0,0,0,0,1,1,0,0,0,7,1,0,0,0,12
658,31-Dec-21,2021-12-31,Deceased,0,2,2,0,0,0,0,0,1,0,1,1,2,1,8,353,0,0,0,8,0,0,2,0,2,0,1,1,0,11,2,0,0,1,7
659,1-Jan-22,2022-01-01,Deceased,0,0,0,1,0,1,0,1,0,1,0,1,2,0,5,241,0,0,0,7,0,0,2,0,2,0,0,0,0,8,2,0,0,1,9
660,2-Jan-22,2022-01-02,Deceased,0,2,0,0,0,0,0,1,1,1,0,1,0,2,6,78,1,0,0,9,1,0,0,0,1,0,3,0,0,6,1,0,1,0,8
661,3-Jan-22,2022-01-03,Deceased,0,1,0,2,0,0,0,1,0,3,0,1,0,1,5,71,0,0,0,11,1,0,4,0,0,0,3,0,0,6,1,0,0,0,13
662,4-Jan-22,2022-01-04,Deceased,0,1,0,3,0,3,0,3,2,2,2,0,0,2,4,453,0,0,1,20,2,1,3,0,1,0,2,1,0,9,2,0,0,1,16
663,5-Jan-22,2022-01-05,Deceased,0,0,0,4,0,1,0,8,1,1,0,1,0,0,2,258,1,0,1,8,2,0,1,0,2,0,4,2,0,9,1,0,0,0,17
664,6-Jan-22,2022-01-06,Deceased,0,1,0,2,2,1,0,6,2,1,1,0,3,4,1,221,0,0,0,13,1,0,0,1,1,0,5,0,0,11,2,0,1,3,19
665,7-Jan-22,2022-01-07,Deceased,0,1,0,2,2,3,0,9,2,1,3,1,1,8,4,189,0,0,1,20,0,0,3,0,1,0,1,2,0,8,3,1,1,0,18
666,8-Jan-22,2022-01-08,Deceased,0,2,0,2,0,4,0,7,1,0,2,0,3,3,4,242,0,0,0,13,1,0,1,0,0,1,2,2,0,10,2,0,6,0,19
667,9-Jan-22,2022-01-09,Deceased,0,2,0,1,1,2,,17,1,0,0,1,3,6,4,44,0,0,1,14,1,0,3,0,0,0,10,1,0,12,1,0,4,1,18
668,10-Jan-22,2022-01-10,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,11-Jan-22,2022-01-11,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,12-Jan-22,2022-01-12,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,13-Jan-22,2022-01-13,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,14-Jan-22,2022-01-14,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,15-Jan-22,2022-01-15,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,16-Jan-22,2022-01-16,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,17-Jan-22,2022-01-17,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,18-Jan-22,2022-01-18,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,19-Jan-22,2022-01-19,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,20-Jan-22,2022-01-20,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,21-Jan-22,2022-01-21,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,22-Jan-22,2022-01-22,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
